id,created_at,bar_start,slug,meta_checkpoint_minute,meta_bar_start_utc,meta_minutes_remaining,meta_data_age_s,meta_feeds_healthy_binance_spot,meta_feeds_healthy_binance_perp,meta_feeds_healthy_coinbase,meta_feeds_healthy_polymarket,meta_feeds_healthy_liq_stream,candle_state_open,candle_state_last,candle_state_high,candle_state_low,candle_state_cushion_usd,candle_state_cushion_sign,candle_state_cushion_atr1m,candle_state_expected_remaining_move_usd,candle_state_reachability_ratio,candle_state_high_low_position,candle_state_time_above_open_pct,candle_state_max_adverse_excursion_usd,flaa_depth_flip_path_usd,flaa_depth_continuation_usd,flaa_path_asymmetry_ratio,flaa_flip_path_consumed_180s_usd,flaa_flip_path_replenish_ratio,flaa_iceberg_refill_count,flaa_est_flow_to_flip_usd,flaa_flow_to_flip_minutes_at_current_rate,flaa_defended,tape_cvd_candle_usd,tape_cvd_delta_1m,tape_cvd_delta_3m,tape_cvd_slope_r2,tape_cvd_trajectory,tape_sweep_events_3m_buy_sweeps,tape_sweep_events_3m_sell_sweeps,tape_sweep_events_3m_largest_sweep_usd,tape_sweep_events_3m_largest_sweep_side,tape_sweep_events_3m_sweep_price_impact_bps,tape_efficiency_3m,tape_absorption_flag,tape_absorption_side,tape_absorption_strength,tape_large_print_net_3m_usd,perp_spot_divergence_basis_usd_now,perp_spot_divergence_basis_delta_3m,perp_spot_divergence_perp_cvd_minus_spot_cvd_5m_usd,perp_spot_divergence_leader_venue_3m,perp_spot_divergence_oi_delta_candle_pct,perp_spot_divergence_oi_price_regime,perp_spot_divergence_funding_rate,liquidations_long_liq_usd_5m,liquidations_short_liq_usd_5m,liquidations_net_liq_pressure_sign,liquidations_cascade_flag,liquidations_nearest_liq_cluster_above_usd,liquidations_nearest_liq_cluster_below_usd,cross_venue_coinbase_premium_usd,cross_venue_coinbase_premium_slope_3m,cross_venue_venue_cvd_agreement,cross_venue_us_spot_leading,htf_context_trend_1h_dir,htf_context_trend_1h_adx,htf_context_trend_1h_price_vs_ema50,htf_context_vwap_stack_above_session_vwap,htf_context_vwap_stack_above_24h_vwap,htf_context_vwap_stack_vwap_compression,htf_context_key_levels_nearest_above_type,htf_context_key_levels_nearest_above_dist_usd,htf_context_key_levels_nearest_below_type,htf_context_key_levels_nearest_below_dist_usd,htf_context_key_levels_inside_value_area,polymarket_implied_prob_up,polymarket_yes_book_best_bid,polymarket_yes_book_best_ask,polymarket_yes_book_depth_usd_2c,polymarket_sharp_flow_flag,polymarket_model_vs_market_edge,empirical_prior_lookback_days,empirical_prior_bucket,empirical_prior_hold_rate,empirical_prior_n_samples,empirical_prior_hold_rate_minute11_same_bucket,empirical_prior_bucket_computed_at,ensemble_p_up,ensemble_conviction_tier,ensemble_tier_definition_high,ensemble_tier_definition_med,ensemble_tier_definition_low,ensemble_signal_agreement_count,ensemble_disagreement_index,ensemble_dominant_factors,ensemble_polymarket_edge_pct,outcome
3f5fd7dd-07c4-4b00-9319-8cbafafa0bd2,2026-06-16 17:01:00.476389+00,2026-06-16 17:00:00 UTC,btc-updown-5m-1781629200,1,2026-06-16 17:00:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,65758.07,65796,65796,65758.07,38,1,1.159,122,0.31,1,0.977,0,7965137,13525358,0.589,0,0,0,9956421,99,FALSE,-216605,-216605,-875966,,,1,1,25450,sell,0.64,1.46,FALSE,,0,-801839,-23.35,0.96,4338197,none,-0.004,neutral,0.00002608,,,,,65850,65500,-62.71,-1.203,-1,FALSE,down,21.163,-0.085,FALSE,FALSE,0.031,round_66000,204,poc_4h,58.5,TRUE,0.635,0.63,0.64,1257,,-1.3,30,cushion_1.0-1.5atr__cvd3m_diverging__min1,0.646,112,0.7305,1.78E+12,0.6218,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""candle_cushion"",""perp_basis""]",-1.3,down
b34922dd-9013-4f3e-b945-c372132d83f6,2026-06-16 12:01:00.524453+00,2026-06-16 12:00:00 UTC,btc-updown-5m-1781611200,1,2026-06-16 12:00:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66481.73,66484,66490.98,66446.73,2,1,0.087,98,0.023,0.842,0.238,-35,17447,631500,0.028,0,0,0,21809,99,FALSE,106360,106360,1122764,,,5,0,140286,buy,0.36,1.904,FALSE,,0,503350,-30.04,0.25,15246625,none,0,neutral,-0.00001541,,,,,66500,66450,-48.64,-0.989,1,FALSE,up,23.759,1.745,TRUE,FALSE,1.53,round_66500,16,prior_day_close,155.26,TRUE,0.515,0.51,0.52,634,,10.7,30,cushion_<0.5atr__cvd3m_confirming__min1,0.5429,453,0.6147,1.78E+12,0.6215,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""tape_sweeps"",""flaa_asymmetry"",""htf_trend""]",10.7,down
8e578e24-05c4-404b-9272-ba969e2f5007,2026-06-16 13:31:00.46352+00,2026-06-16 13:30:00 UTC,btc-updown-5m-1781616600,1,2026-06-16 13:30:00 UTC,14,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66019.2,66119.99,66132,66014.48,101,1,1.782,212,0.476,0.898,1,-5,26180844,41833170,0.626,0,0,0,32726055,99,FALSE,-95735,-95735,-1235478,,,3,11,150690,sell,0.74,0.202,FALSE,,0,-125626,-25.24,7.93,4679045,none,0.002,neutral,-0.00003056,,,,,66150,65850,-60.14,4.668,-1,FALSE,up,23.243,0.74,FALSE,FALSE,1.135,session_vwap,157.15,round_66000,119.99,TRUE,0.695,0.69,0.7,1276,,-8.7,30,cushion_>1.5atr__cvd3m_diverging__min1,0.6343,83,0.9127,1.78E+12,0.6081,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""tape_sweeps"",""candle_cushion"",""flaa_asymmetry""]",-8.7,down
4fc40ba8-b559-457b-9493-bae360a521e5,2026-06-16 15:31:00.475872+00,2026-06-16 15:30:00 UTC,btc-updown-5m-1781623800,1,2026-06-16 15:30:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,65814.01,65889.99,65890,65814,76,1,1.32,215,0.353,1,0.953,0,13883143,28149533,0.493,0,0,0,17353929,99,FALSE,88705,89642,254223,,,4,3,83356,sell,1,35.289,FALSE,,0,0,-20.04,9.91,2835359,none,0.004,neutral,-0.00000971,,,,,66150,65850,-55,-2.957,1,FALSE,up,21.433,0.134,FALSE,FALSE,0.022,round_66000,110.01,poc_4h,152.49,FALSE,0.695,0.69,0.7,1191,,1.5,30,cushion_1.0-1.5atr__cvd3m_confirming__min1,0.6465,248,0.7807,1.78E+12,0.7099,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""flaa_asymmetry"",""candle_cushion"",""perp_basis""]",1.5,up
35b9ccef-dbbc-4dcd-a846-f271b4e7faf6,2026-06-16 17:46:00.546227+00,2026-06-16 17:45:00 UTC,btc-updown-5m-1781631900,1,2026-06-16 17:45:00 UTC,14,1.7,TRUE,TRUE,TRUE,TRUE,FALSE,65750.92,65785.12,65788,65740,34,1,1.169,109,0.312,0.94,0.8,-11,3063262,12121208,0.253,0,0,0,3829077,99,FALSE,84301,84343,459557,,,6,0,70484,buy,1.31,8.387,FALSE,,0,0,-27.86,1.82,1142029,none,0,neutral,0.00004064,,,,,65850,65500,-56.66,1.746,0,FALSE,down,20.913,-0.106,FALSE,FALSE,0.036,round_66000,214.88,poc_4h,47.62,TRUE,0.615,0.61,0.62,671,,8.3,30,cushion_1.0-1.5atr__cvd3m_confirming__min1,0.6478,249,0.7807,1.78E+12,0.6977,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""tape_sweeps"",""flaa_asymmetry"",""candle_cushion""]",8.3,up
7beadb11-f0e4-40c3-b351-45d4401642cf,2026-06-15 22:01:00.549972+00,2026-06-15 22:00:00 UTC,btc-updown-5m-1781560800,1,2026-06-15 22:00:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66368.15,66398.08,66415.93,66368.14,30,1,1.273,88,0.34,0.626,0.795,0,1353015,10570764,0.128,0,0,0,1691269,99,FALSE,1485152,1485152,1726665,,,1,1,39899,sell,0.24,0.312,FALSE,,0,403565,-36.13,1.49,-2997604,none,-0.002,neutral,-0.00002675,,,,,66450,66300,-34.5,-1.951,1,FALSE,up,42.614,2.356,TRUE,TRUE,0.667,round_66500,101.92,session_vwap,87.32,TRUE,0.625,0.62,0.63,475,,5.3,30,cushion_1.0-1.5atr__cvd3m_confirming__min1,0.6564,250,0.7899,1.78E+12,0.6782,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""candle_cushion"",""htf_trend""]",5.3,up
60bcc33b-8bb8-4ce0-9483-6b999b1a0d31,2026-06-15 19:31:00.453262+00,2026-06-15 19:30:00 UTC,btc-updown-5m-1781551800,1,2026-06-15 19:30:00 UTC,14,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66530.54,66580,66580,66530,49,1,0.787,235,0.21,1,0.889,-1,6814704,17486956,0.39,0,0,0,8518379,7.772,FALSE,173583,173583,-863204,,,4,5,246319,sell,1.13,5.865,FALSE,,0,36211,-30.04,4,382431,none,0.017,neutral,-0.00005366,,,,,66600,66500,-32.12,8.549,0,TRUE,up,46.38,3.319,TRUE,TRUE,1.374,poc_4h,257.5,round_66500,80,FALSE,0.655,0.65,0.66,1709,,-1.3,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6167,232,0.6701,1.78E+12,0.6422,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-1.3,up
c1677181-d7a4-45b3-a0fc-443246191451,2026-06-16 02:31:00.446873+00,2026-06-16 02:30:00 UTC,btc-updown-5m-1781577000,1,2026-06-16 02:30:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,65776.01,65825.95,65825.95,65750.57,50,1,0.997,188,0.266,1,0.815,-25,4493458,21458077,0.209,0,0,0,5616823,1.519,FALSE,-1878855,-1878855,-3413642,,,3,1,729993,buy,1.47,0.239,TRUE,buy,0.023,-1548231,-32.7,10.87,-37440505,none,0.021,neutral,-0.00004218,,,,,65850,65450,-36.96,3.194,-1,FALSE,up,31.029,0.809,FALSE,FALSE,0.907,round_66000,174.05,day_low,75.38,FALSE,0.675,0.67,0.68,457,,-3.6,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6221,233,0.6702,1.78E+12,0.6387,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-3.6,up
68aab905-e86e-409f-a357-1f5ad29ebf07,2026-06-15 18:16:00.671667+00,2026-06-15 18:15:00 UTC,btc-updown-5m-1781547300,1,2026-06-15 18:15:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66804,66830,66830,66800.52,26,1,0.637,153,0.17,1,0.738,-3,2173481,11088212,0.196,0,0,0,2716851,99,FALSE,155464,155464,640371,,,2,0,89781,buy,0.71,11.225,FALSE,,0,0,-32.94,-0.55,-1739172,none,-0.004,neutral,-0.0000612,,,,,66850,66800,-30.79,-0.87,1,FALSE,up,47.191,3.977,TRUE,TRUE,1.514,round_67000,170,round_66500,330,FALSE,0.575,0.57,0.58,1150,,5.3,30,cushion_0.5-1.0atr__cvd3m_confirming__min1,0.5756,332,0.6698,1.78E+12,0.6278,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""tape_sweeps"",""flaa_asymmetry"",""htf_trend""]",5.3,up
81f9a2e0-1b36-4900-8ec4-df4e25d7d100,2026-06-16 01:01:00.489626+00,2026-06-16 01:00:00 UTC,btc-updown-5m-1781571600,1,2026-06-16 01:00:00 UTC,14,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66250,66266.01,66280,66248.93,16,1,0.511,117,0.137,0.55,0.698,-1,1324883,5186789,0.255,0,0,0,1656104,12.741,FALSE,-15783,-15783,-528509,,,1,1,269740,sell,0.8,0.752,TRUE,buy,0.181,-253096,-38.65,6.9,-3347152,none,-0.007,neutral,-0.0000213,,,,,66300,66200,-42.92,-2.08,0,FALSE,up,35.084,2.183,FALSE,FALSE,0.074,prior_day_close,62.73,day_low,24.01,TRUE,0.625,0.62,0.63,343,,-0.1,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6182,233,0.6678,1.78E+12,0.6239,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-0.1,up
5d4e55a4-3cda-462b-9d09-294bbcc58420,2026-06-15 17:31:00.017+00,2026-06-15 17:30:00 UTC,btc-updown-5m-1781544600,1,2026-06-15 17:30:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66818,66844,66844,66788,26,1,0.515,189,0.138,1,0.319,-30,1372056,8878422,0.155,0,0,0,1715070,0.891,FALSE,-134064,-134064,-1110680,,,2,3,269501,sell,1.19,1.101,FALSE,,0,-56255,-31.74,5.91,-2322465,none,-0.009,neutral,-0.00006843,,,,,66850,66800,-30.13,5.117,0,TRUE,up,48.065,4.313,TRUE,TRUE,1.697,round_67000,156,round_66500,344,FALSE,0.615,0.61,0.62,1115,,-1.4,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6137,230,0.6747,1.78E+12,0.6014,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-1.4,down
a2b1adb1-1719-40c8-91db-e6e50d26bcbe,2026-06-16 14:46:00.523566+00,2026-06-16 14:45:00 UTC,btc-updown-5m-1781621100,1,2026-06-16 14:45:00 UTC,14,1.6,TRUE,TRUE,TRUE,TRUE,FALSE,65689.58,65748,65780,65686.67,58,1,0.742,295,0.198,0.657,0.978,-3,6539981,23771588,0.275,0,0,0,8174977,99,FALSE,251097,251097,88026,,,2,0,120585,buy,1.25,28.681,FALSE,,0,0,-31.86,-5.72,-420752,none,0.012,neutral,-0.00002518,,,,,65850,65500,-59.63,-3.224,1,FALSE,down,21.723,-0.225,FALSE,FALSE,0.972,round_66000,252,round_65500,248,FALSE,0.615,0.61,0.62,1145,,-4.4,30,cushion_0.5-1.0atr__cvd3m_flat__min1,0.5682,217,0.6516,1.78E+12,0.5713,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""tape_sweeps"",""flaa_asymmetry"",""perp_basis""]",-4.4,down
a8984bde-32af-4e81-8393-0f17fbafdffe,2026-06-16 15:16:00.539996+00,2026-06-16 15:15:00 UTC,btc-updown-5m-1781622900,1,2026-06-16 15:15:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,65858.05,65901.29,65905.53,65858.05,43,1,0.703,230,0.188,0.911,0.977,0,4930081,14664438,0.336,0,0,0,6162602,99,FALSE,172034,172034,94228,,,1,2,131180,sell,0.17,42.562,FALSE,,0,-131008,-25.84,1.55,-1388058,none,0.008,neutral,-0.00001486,,,,,66150,65850,-55.04,-3.733,1,FALSE,up,21.433,0.16,FALSE,FALSE,0.021,round_66000,98.71,round_65500,401.29,FALSE,0.605,0.6,0.61,975,,-4.6,30,cushion_0.5-1.0atr__cvd3m_flat__min1,0.5658,218,0.6516,1.78E+12,0.5585,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""tape_sweeps"",""perp_basis""]",-4.6,down
b2c21f1f-8efb-4e85-b082-2813dfbd9eec,2026-06-15 23:46:00.506517+00,2026-06-15 23:45:00 UTC,btc-updown-5m-1781567100,1,2026-06-15 23:45:00 UTC,14,0.7,TRUE,TRUE,TRUE,TRUE,FALSE,66269.52,66278,66285.99,66246.13,8,1,0.264,120,0.071,0.8,0.275,-23,949813,1918768,0.495,0,0,0,1187266,99,FALSE,34946,34946,246327,,,3,0,47612,buy,1.55,15.848,FALSE,,0,0,-27.24,-0.88,3439161,none,-0.006,neutral,-0.00000586,,,,,66300,66200,-41.99,-3.736,1,FALSE,up,37.637,2.186,FALSE,FALSE,0.025,vwap_24h,25.87,round_66000,278,TRUE,0.565,0.56,0.57,285,,4.5,30,cushion_<0.5atr__cvd3m_confirming__min1,0.5359,448,0.6124,1.78E+12,0.6095,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""tape_sweeps"",""flaa_asymmetry"",""htf_trend""]",4.5,up
fd9f45b8-9b88-4156-8274-de07230b481e,2026-06-16 02:16:00.523986+00,2026-06-16 02:15:00 UTC,btc-updown-5m-1781576100,1,2026-06-16 02:15:00 UTC,14,1.2,TRUE,TRUE,TRUE,TRUE,FALSE,66065.07,66090,66092,66065.07,25,1,0.62,150,0.166,0.926,1,0,2137418,9301836,0.23,0,0,0,2671773,0.668,FALSE,7656,7656,-13171,,,1,1,473041,buy,1.22,93.223,FALSE,,0,399297,-29.74,4.24,-41761244,none,0.008,neutral,-0.00003873,,,,,66150,65850,-39.75,-3.152,-1,FALSE,up,31.029,1.572,FALSE,FALSE,0.543,poc_4h,197.5,day_low,56.48,TRUE,0.625,0.62,0.63,749,,-7.8,30,cushion_0.5-1.0atr__cvd3m_flat__min1,0.5622,216,0.6405,1.78E+12,0.5467,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-7.8,down
c62cc5dc-fac1-4e9e-95bd-ceefe5140cdd,2026-06-15 18:46:00.455211+00,2026-06-15 18:45:00 UTC,btc-updown-5m-1781549100,1,2026-06-15 18:45:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66803.45,66828.01,66838,66803.45,25,1,0.765,120,0.204,0.711,0.929,0,2012352,9178550,0.219,0,0,0,2515440,99,FALSE,70572,70572,-111049,,,3,2,49936,sell,1.35,13.239,FALSE,,0,-113819,-29.46,8.95,449843,none,0.002,neutral,-0.000057,,,,,66850,66800,-31.39,2.505,0,TRUE,up,47.191,3.972,TRUE,TRUE,1.579,round_67000,171.99,round_66500,328.01,FALSE,0.625,0.62,0.63,925,,-2.3,30,cushion_0.5-1.0atr__cvd3m_flat__min1,0.5628,214,0.6382,1.78E+12,0.602,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-2.3,up
a989531a-b908-4088-ac5d-059b5d1d921f,2026-06-15 15:46:00.016+00,2026-06-15 15:45:00 UTC,btc-updown-5m-1781538300,1,2026-06-15 15:45:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66910.03,66959.65,66994.4,66910.03,50,1,0.961,193,0.257,0.588,0.979,0,7275812,46676487,0.156,0,0,0,9094765,99,FALSE,510537,510537,1050164,,,5,2,217722,buy,1.19,3.035,FALSE,,0,399906,-38.29,-1.61,25230277,none,0.024,neutral,-0.00006151,,,,,67000,66950,-37.8,1.982,1,TRUE,up,45.684,5.165,TRUE,TRUE,2.124,day_high,34.75,poc_4h,347.15,FALSE,0.605,0.6,0.61,257,,-1,30,cushion_0.5-1.0atr__cvd3m_confirming__min1,0.5768,333,0.6698,1.78E+12,0.5949,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""tape_sweeps"",""cross_venue_flow""]",-1,up
527e52bf-4e75-49bd-8c2e-6dd3ce94177b,2026-06-16 12:31:00.513636+00,2026-06-16 12:30:00 UTC,btc-updown-5m-1781613000,1,2026-06-16 12:30:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66582.59,66608.05,66621.4,66564.82,25,1,0.69,138,0.184,0.764,0.273,-18,2480783,9501301,0.261,0,0,0,3100979,99,FALSE,331191,331191,318659,,,1,1,42888,buy,1.37,5.115,FALSE,,0,138473,-36.02,0.11,-2587362,none,0.003,neutral,-0.0000162,,,,,66650,66600,-51.51,0.566,1,FALSE,up,23.256,2.07,TRUE,TRUE,1.533,poc_4h,4.45,vwap_24h,79.17,TRUE,0.605,0.6,0.61,565,,-1.3,30,cushion_0.5-1.0atr__cvd3m_confirming__min1,0.572,336,0.672,1.78E+12,0.5917,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-1.3,up
f9816304-e225-49fe-83b9-e6f7b1ee1414,2026-06-16 01:16:00.541777+00,2026-06-16 01:15:00 UTC,btc-updown-5m-1781572500,1,2026-06-16 01:15:00 UTC,14,1.2,TRUE,TRUE,TRUE,TRUE,FALSE,66285.14,66290,66290,66280,5,1,0.175,104,0.047,1,0.222,-5,836761,1718985,0.487,0,0,0,1045951,6.899,FALSE,-863,-863,-125617,,,0,0,,,,1.054,FALSE,,0,0,-32.64,-0.09,-1124471,none,-0.006,neutral,-0.00002282,,,,,66300,66200,-43.19,2.46,0,TRUE,up,32.981,2.16,FALSE,FALSE,0.04,prior_day_close,38.74,day_low,48,TRUE,0.525,0.52,0.53,699,,-1.3,30,cushion_<0.5atr__cvd3m_flat__min1,0.5398,289,0.5233,1.78E+12,0.512,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-1.3,down
6a8f11c0-ce44-4985-a1d9-1326613628b1,2026-06-15 22:16:00.527962+00,2026-06-15 22:15:00 UTC,btc-updown-5m-1781561700,1,2026-06-15 22:15:00 UTC,14,1.2,TRUE,TRUE,TRUE,TRUE,FALSE,66364.01,66404.01,66412,66364.01,40,1,1.523,98,0.407,0.834,0.974,0,2713413,14126343,0.192,0,0,0,3391766,1.222,FALSE,130181,130181,-175207,,,2,4,89254,buy,0.28,17.887,FALSE,,0,0,-37.26,1.6,-8349906,none,-0.006,neutral,-0.00002556,,,,,66450,66300,-35.6,2.333,-1,FALSE,up,40.386,2.611,TRUE,TRUE,0.445,poc_4h,58.49,session_vwap,92.63,TRUE,0.665,0.66,0.67,735,,-7.7,30,cushion_>1.5atr__cvd3m_diverging__min1,0.6376,84,0.9125,1.78E+12,0.5879,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""candle_cushion"",""htf_trend""]",-7.7,up
a37f3d62-cf60-4163-9cee-0ee501152d90,2026-06-16 13:01:00.654424+00,2026-06-16 13:00:00 UTC,btc-updown-5m-1781614800,1,2026-06-16 13:00:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66429.84,66432.26,66448,66425.34,2,1,0.057,159,0.015,0.305,0.535,-4,0,556253,0,0,0,0,0,0,FALSE,57006,57765,8854,,,1,1,40413,sell,1.45,68.073,FALSE,,0,0,-32.51,-1.09,1168461,none,0.01,neutral,-0.00002488,,,,,66450,66300,-53.92,-2.236,1,FALSE,up,23.256,1.555,TRUE,FALSE,1.399,round_66500,67.74,prior_day_close,103.52,TRUE,0.485,0.48,0.49,415,,-2.3,30,cushion_<0.5atr__cvd3m_flat__min1,0.545,286,0.5269,1.78E+12,0.4618,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,2_of_7,0.71,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-2.3,down
f290d594-808e-457e-beeb-dee3d38e0a1e,2026-06-16 14:31:00.504993+00,2026-06-16 14:30:00 UTC,btc-updown-5m-1781620200,1,2026-06-16 14:30:00 UTC,14,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,65553.07,65607.99,65620,65546,55,1,0.612,336,0.163,0.838,0.962,-7,6188559,19301367,0.321,0,0,0,7735699,9.921,FALSE,538096,538096,186254,,,0,0,,,,6.678,FALSE,,0,776692,-31.44,-2.26,-2421710,none,0.019,neutral,-0.00002853,,,,,65850,65500,-55.64,-2.686,0,FALSE,down,21.723,-0.573,FALSE,FALSE,0.992,round_66000,392.01,day_low,91.99,FALSE,0.605,0.6,0.61,1173,,-14.6,30,cushion_0.5-1.0atr__cvd3m_confirming__min1,0.5704,337,0.672,1.78E+12,0.4587,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""perp_basis"",""htf_trend""]",-14.6,down
1d72b1dd-0e5f-4c04-87d3-d4b9880f3e56,2026-06-16 02:46:00.454822+00,2026-06-16 02:45:00 UTC,btc-updown-5m-1781577900,1,2026-06-16 02:45:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,65878,65883.99,65887.82,65878,6,1,0.15,150,0.04,0.61,0.925,0,80455,1808231,0.044,0,0,0,100569,99,FALSE,-154339,-154498,-120513,,,0,0,,,,12.456,FALSE,,0,-124372,-29.04,-1.04,-291635,none,0.006,neutral,-0.00003947,,,,,66150,65850,-40.16,0.245,0,FALSE,up,31.029,0.977,FALSE,FALSE,1.071,round_66000,116.01,day_low,133.42,TRUE,0.525,0.52,0.53,507,,-7.4,30,cushion_<0.5atr__cvd3m_flat__min1,0.5413,290,0.5233,1.78E+12,0.4508,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,2_of_7,0.71,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-7.4,down
1c73e2ea-7053-4833-bd2c-f64b4a237c18,2026-06-15 14:31:00.02+00,2026-06-15 14:30:00 UTC,btc-updown-5m-1781533800,1,2026-06-15 14:30:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66560,66537.97,66560,66496,22,-1,0.383,215,0.102,0.656,0,0,5977221,930950,6.421,0,0,0,7471526,99,FALSE,-226140,-226140,21668,,,2,1,38297,sell,1.06,30.648,FALSE,,0,0,-30.32,5.44,-2225256,none,0.002,neutral,-0.00005988,,,,,66600,66500,-45.72,4.171,1,TRUE,up,45.116,4.272,TRUE,TRUE,2.387,day_high,411.25,round_66500,37.97,FALSE,0.445,0.44,0.45,845,,0,30,cushion_<0.5atr__cvd3m_flat__min1,0.5413,290,0.5192,1.78E+12,0.4453,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""cross_venue_flow"",""htf_trend""]",0,down
bb1904e5-f8f1-4a80-8b26-4e536c7fe307,2026-06-15 23:01:00.563604+00,2026-06-15 23:00:00 UTC,btc-updown-5m-1781564400,1,2026-06-15 23:00:00 UTC,14,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66206.34,66206.26,66223.99,66206,0,-1,0.002,162,0,0.014,0.75,-18,98,51229,0.002,0,0,0,122,0,FALSE,-97295,-97295,89291,,,1,2,238578,buy,0.79,6.34,FALSE,,0,0,-31.61,-3.26,3562685,none,-0.003,neutral,-0.00001823,,,,,66300,66200,-42.89,1.479,1,TRUE,up,40.386,2.009,FALSE,FALSE,0.192,vwap_24h,67.89,round_66000,206.26,TRUE,0.525,0.52,0.53,673,,3.8,30,cushion_<0.5atr__cvd3m_flat__min1,0.5418,286,0.5233,1.78E+12,0.5635,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""cross_venue_flow"",""htf_trend""]",3.8,up
