id,created_at,bar_start,timeframe,slug,meta_timeframe,meta_checkpoint_minute,meta_bar_start_utc,meta_minutes_remaining,meta_data_age_s,meta_feeds_healthy_binance_spot,meta_feeds_healthy_binance_perp,meta_feeds_healthy_coinbase,meta_feeds_healthy_polymarket,meta_feeds_healthy_liq_stream,candle_state_open,candle_state_last,candle_state_high,candle_state_low,candle_state_cushion_usd,candle_state_cushion_sign,candle_state_cushion_atr1m,candle_state_expected_remaining_move_usd,candle_state_reachability_ratio,candle_state_high_low_position,candle_state_time_above_open_pct,candle_state_max_adverse_excursion_usd,flaa_depth_flip_path_usd,flaa_depth_continuation_usd,flaa_path_asymmetry_ratio,flaa_flip_path_consumed_180s_usd,flaa_flip_path_replenish_ratio,flaa_iceberg_refill_count,flaa_est_flow_to_flip_usd,flaa_flow_to_flip_minutes_at_current_rate,flaa_defended,tape_cvd_candle_usd,tape_cvd_delta_1m,tape_cvd_delta_3m,tape_cvd_slope_r2,tape_cvd_trajectory,tape_sweep_events_3m_buy_sweeps,tape_sweep_events_3m_sell_sweeps,tape_sweep_events_3m_largest_sweep_usd,tape_sweep_events_3m_largest_sweep_side,tape_sweep_events_3m_sweep_price_impact_bps,tape_efficiency_3m,tape_absorption_flag,tape_absorption_side,tape_absorption_strength,tape_large_print_net_3m_usd,perp_spot_divergence_basis_usd_now,perp_spot_divergence_basis_delta_3m,perp_spot_divergence_perp_cvd_minus_spot_cvd_5m_usd,perp_spot_divergence_leader_venue_3m,perp_spot_divergence_oi_delta_candle_pct,perp_spot_divergence_oi_price_regime,perp_spot_divergence_funding_rate,liquidations_nearest_liq_cluster_above_usd,liquidations_nearest_liq_cluster_below_usd,cross_venue_coinbase_premium_usd,cross_venue_coinbase_premium_slope_3m,cross_venue_venue_cvd_agreement,cross_venue_us_spot_leading,htf_context_trend_1h_dir,htf_context_trend_1h_adx,htf_context_trend_1h_price_vs_ema50,htf_context_vwap_stack_above_session_vwap,htf_context_vwap_stack_above_24h_vwap,htf_context_vwap_stack_vwap_compression,htf_context_key_levels_nearest_above_type,htf_context_key_levels_nearest_above_dist_usd,htf_context_key_levels_nearest_below_type,htf_context_key_levels_nearest_below_dist_usd,htf_context_key_levels_inside_value_area,polymarket_implied_prob_up,polymarket_implied_prob_5m_ago,polymarket_prob_momentum_5m,polymarket_yes_book_best_bid,polymarket_yes_book_best_ask,polymarket_yes_book_depth_usd_2c,polymarket_sharp_flow_flag,polymarket_model_vs_market_edge,empirical_prior_lookback_days,empirical_prior_bucket,empirical_prior_hold_rate,empirical_prior_n_samples,empirical_prior_hold_rate_minute11_same_bucket,empirical_prior_bucket_computed_at,ensemble_p_up,ensemble_conviction_tier,ensemble_tier_definition_high,ensemble_tier_definition_med,ensemble_tier_definition_low,ensemble_signal_agreement_count,ensemble_disagreement_index,ensemble_dominant_factors,ensemble_polymarket_edge_pct,outcome,,,,,,x
8c481618-1587-4f4f-b952-c77f584bfa54,2026-06-16 13:51:00.485037+00,2026-06-16 13:45:00 UTC,15m,btc-updown-15m-1781617500,15m,6,2026-06-16 13:45:00 UTC,9,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66128.93,66114,66210,66089.75,15,-1,0.244,183,0.081,0.202,0.645,-81,4128577,522334,7.904,0,0,0,5160721,99,FALSE,-2795232,-893908,-748644,0.863,falling,0,4,175757,sell,1.98,1.413,FALSE,,0,0,-35.96,-0.21,15592,none,-0.075,long_liquidation,-0.00002676,66150,65850,-59.71,1.449,0,FALSE,up,23.243,0.725,FALSE,FALSE,1.092,poc_4h,23.5,round_66000,114,TRUE,0.465,0.465,0,0.46,0.47,850,,-18.5,30,cushion_<0.5atr__cvd3m_confirming__min6,0.5024,185,0.6147,1.78E+12,0.28,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""flaa_asymmetry"",""tape_falling"",""perp_long_liquidation""]",-18.5,down,,,,,,
0ab6be4b-4298-47cd-ae1b-95ceb4332c09,2026-06-16 13:46:00.469973+00,2026-06-16 13:45:00 UTC,15m,btc-updown-15m-1781617500,15m,1,2026-06-16 13:45:00 UTC,14,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66128.93,66110,66174.87,66110,19,-1,0.313,226,0.084,0,0.558,-46,6268408,482459,12.993,0,0,0,7835510,99,FALSE,-873142,-873142,-4727290,,,2,2,216249,sell,0.67,0.139,TRUE,buy,0.327,-1535814,-32.86,-7.91,9531408,none,0.006,neutral,-0.00002766,66150,65850,-60.11,-5.035,0,FALSE,up,23.243,0.714,FALSE,FALSE,1.096,session_vwap,153.59,poc_4h,97.5,TRUE,0.455,,,0.45,0.46,742,,-12.3,30,cushion_<0.5atr__cvd3m_confirming__min1,0.5438,454,0.6147,1.78E+12,0.3319,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-12.3,down,,,,,,
488b543d-a777-4f7c-a420-69360639a104,2026-06-16 13:41:00.540085+00,2026-06-16 13:30:00 UTC,15m,btc-updown-15m-1781616600,15m,11,2026-06-16 13:30:00 UTC,4,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66019.2,66079.57,66166,65928.16,60,1,0.908,133,0.454,0.637,0.735,-91,8077730,27768389,0.291,0,0,0,10097162,99,FALSE,-2933714,179373,28791,0.824,accelerating_negative,0,0,,,,73.755,FALSE,,0,0,-27.51,-1.04,-2645532,none,0.103,new_longs,-0.00002952,66150,65850,-55.71,0.204,1,FALSE,up,23.243,0.637,FALSE,FALSE,1.117,session_vwap,187.06,poc_4h,67.07,TRUE,0.745,0.655,0.09,0.74,0.75,921,,-2.9,30,cushion_0.5-1.0atr__cvd3m_flat__min11,0.6488,96,,1.78E+12,0.7155,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""polymarket_momentum"",""flaa_asymmetry"",""tape_accelerating_negative""]",-2.9,up,,,,,,
da8f9c4d-f2a6-4b5c-8efe-7e284be6a6d4,2026-06-16 13:36:00.543803+00,2026-06-16 13:30:00 UTC,15m,btc-updown-15m-1781616600,15m,6,2026-06-16 13:30:00 UTC,9,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66019.2,66061.36,66166,65968.6,42,1,0.646,196,0.215,0.47,0.753,-51,2923560,14666259,0.199,0,0,0,3654450,5.169,FALSE,-655206,927717,-704234,0.306,accelerating_negative,2,4,432364,sell,0.61,8.847,FALSE,,0,228356,-34.11,1.45,6279412,none,0.094,new_longs,-0.00003097,66150,65850,-58.81,3.608,-1,FALSE,up,23.243,0.59,FALSE,FALSE,1.123,session_vwap,212.23,round_66000,61.36,TRUE,0.645,0.695,-0.05,0.64,0.65,1144,,-6,30,cushion_0.5-1.0atr__cvd3m_diverging__min6,0.635,138,0.6773,1.78E+12,0.5851,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_8,0.5,"[""perp_new_longs"",""flaa_asymmetry"",""tape_accelerating_negative""]",-6,up,,,,,,
8e578e24-05c4-404b-9272-ba969e2f5007,2026-06-16 13:31:00.46352+00,2026-06-16 13:30:00 UTC,15m,btc-updown-15m-1781616600,15m,1,2026-06-16 13:30:00 UTC,14,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66019.2,66119.99,66132,66014.48,101,1,1.782,212,0.476,0.898,1,-5,26180844,41833170,0.626,0,0,0,32726055,99,FALSE,-95735,-95735,-1235478,,,3,11,150690,sell,0.74,0.202,FALSE,,0,-125626,-25.24,7.93,4679045,none,0.002,neutral,-0.00003056,66150,65850,-60.14,4.668,-1,FALSE,up,23.243,0.74,FALSE,FALSE,1.135,session_vwap,157.15,round_66000,119.99,TRUE,0.695,,,0.69,0.7,1276,,-8.7,30,cushion_>1.5atr__cvd3m_diverging__min1,0.6343,83,0.9127,1.78E+12,0.6081,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""tape_sweeps"",""candle_cushion"",""flaa_asymmetry""]",-8.7,up,,,,,,
b6bc0ee1-8665-4ea3-919c-6dbdf24fbf4c,2026-06-16 13:26:00.488945+00,2026-06-16 13:15:00 UTC,15m,btc-updown-15m-1781615700,15m,11,2026-06-16 13:15:00 UTC,4,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66207.56,66109.99,66274.63,66094.01,98,-1,1.895,103,0.947,0.088,0.475,-67,38846293,20456893,1.899,0,0,0,48557866,99,FALSE,-4235894,-945965,-1683628,0.942,accelerating_negative,1,7,161868,sell,0.81,1.601,FALSE,,0,-130597,-34.85,7.83,1306181,none,0.071,new_shorts,-0.00002972,66150,65850,-61.99,-4.815,0,FALSE,up,23.243,0.714,FALSE,FALSE,1.18,session_vwap,169.6,round_66000,109.99,TRUE,0.095,0.505,-0.41,0.09,0.1,117,,-4.5,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9437,996,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""polymarket_momentum"",""candle_cushion"",""flaa_asymmetry""]",-4.5,down,,,,,,
c4dfd64f-96d7-4b37-a685-469d11c74993,2026-06-16 13:21:00.491704+00,2026-06-16 13:15:00 UTC,15m,btc-updown-15m-1781615700,15m,6,2026-06-16 13:15:00 UTC,9,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66207.56,66200,66274.63,66193.04,8,-1,0.14,162,0.047,0.085,0.873,-67,1559613,1044539,1.493,0,0,0,1949516,99,FALSE,-1600189,-471817,-1019887,0.941,accelerating_negative,2,4,130759,sell,0.55,2,FALSE,,0,58610,-34.35,-2.09,4598347,none,0.029,neutral,-0.00002796,66300,66150,-56.54,-3.905,0,FALSE,up,23.243,0.944,FALSE,FALSE,1.203,session_vwap,80.85,round_66000,200,TRUE,0.525,0.615,-0.09,0.52,0.53,1181,,-19.4,30,cushion_<0.5atr__cvd3m_confirming__min6,0.5,184,0.6147,1.78E+12,0.3311,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""polymarket_momentum"",""tape_accelerating_negative"",""flaa_asymmetry""]",-19.4,down,,,,,,
1e5d23cd-5540-4226-a5dd-55d288158ad3,2026-06-16 13:16:00.539654+00,2026-06-16 13:15:00 UTC,15m,btc-updown-15m-1781615700,15m,1,2026-06-16 13:15:00 UTC,14,0.7,TRUE,TRUE,TRUE,TRUE,FALSE,66207.56,66247.29,66247.3,66193.04,40,1,0.643,231,0.172,1,0.723,-15,4315336,18556975,0.233,0,0,0,5394169,99,FALSE,-74327,-74327,-1302440,,,1,4,159468,sell,0.91,4.558,FALSE,,0,-339174,-37.54,-0.96,-8495521,none,0.011,neutral,-0.00002901,66300,66200,-53.11,0.613,0,FALSE,up,23.243,1.064,FALSE,FALSE,1.231,session_vwap,33.86,round_66000,247.29,TRUE,0.615,,,0.61,0.62,894,,-11.1,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6221,233,0.6773,1.78E+12,0.5041,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""tape_sweeps"",""htf_trend""]",-11.1,down,,,,,,
608dfebc-d87e-4ed0-974c-15a4f5a12535,2026-06-16 13:11:00.584081+00,2026-06-16 13:00:00 UTC,15m,btc-updown-15m-1781614800,15m,11,2026-06-16 13:00:00 UTC,4,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66429.84,66147.05,66463.13,66120,283,-1,5.159,110,2.579,0.079,0.273,-33,95670930,100834738,0.949,0,0,0,119588662,99,FALSE,-7450637,-819304,-5463007,0.796,accelerating_negative,4,16,163969,sell,1.19,2.266,FALSE,,0,-1032387,-41,-0.56,-28674127,none,-0.243,long_liquidation,-0.00002764,66150,65850,-52.93,-1.671,-1,FALSE,up,23.243,0.809,FALSE,FALSE,1.375,session_vwap,136.24,round_66000,147.05,FALSE,,0.255,,,0.01,,TRUE,,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9436,995,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""candle_cushion"",""tape_accelerating_negative"",""perp_long_liquidation""]",,down,,,,,,
e7bb279f-bfad-4d7c-8a28-a29d4837b9f4,2026-06-16 13:06:00.548056+00,2026-06-16 13:00:00 UTC,15m,btc-updown-15m-1781614800,15m,6,2026-06-16 13:00:00 UTC,9,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66429.84,66353.99,66463.13,66326.37,76,-1,1.704,134,0.568,0.202,0.53,-33,29183800,15266470,1.912,0,0,0,36479750,99,FALSE,-1889277,-1123171,-1535002,0.733,accelerating_negative,3,5,149513,sell,0.69,4.383,FALSE,,0,-149354,-32.35,-2.07,-2586042,none,-0.047,long_liquidation,-0.00002484,66450,66300,-50.95,4.434,-1,FALSE,up,23.243,1.336,TRUE,FALSE,1.392,round_66500,146.01,prior_day_close,25.25,TRUE,0.255,0.485,-0.23,0.25,0.26,348,FALSE,-20.5,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8568,928,0.9436,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""polymarket_momentum"",""flaa_asymmetry"",""perp_long_liquidation""]",-20.5,down,,,,,,
a37f3d62-cf60-4163-9cee-0ee501152d90,2026-06-16 13:01:00.654424+00,2026-06-16 13:00:00 UTC,15m,btc-updown-15m-1781614800,15m,1,2026-06-16 13:00:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66429.84,66432.26,66448,66425.34,2,1,0.057,159,0.015,0.305,0.535,-4,0,556253,0,0,0,0,0,0,FALSE,57006,57765,8854,,,1,1,40413,sell,1.45,68.073,FALSE,,0,0,-32.51,-1.09,1168461,none,0.01,neutral,-0.00002488,66450,66300,-53.92,-2.236,1,FALSE,up,23.256,1.555,TRUE,FALSE,1.399,round_66500,67.74,prior_day_close,103.52,TRUE,0.485,,,0.48,0.49,415,,-2.3,30,cushion_<0.5atr__cvd3m_flat__min1,0.545,286,0.5269,1.78E+12,0.4618,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,2_of_7,0.71,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-2.3,down,,,,,,
1bee4870-7dd0-479b-8b77-58d8f715c7d0,2026-06-16 12:56:00.56923+00,2026-06-16 12:45:00 UTC,15m,btc-updown-15m-1781613900,15m,11,2026-06-16 12:45:00 UTC,4,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66498,66397.99,66500,66368,100,-1,2.174,92,1.087,0.227,0.006,-2,38429280,24582678,1.563,0,0,0,48036601,99,FALSE,-1929098,35240,306535,0.884,accelerating_negative,3,0,122577,buy,1.94,4.337,FALSE,,0,0,-36.53,-1.51,-4126611,none,0.068,new_shorts,-0.00002512,66450,66300,-55.02,-5.699,1,FALSE,up,23.256,1.529,TRUE,FALSE,1.378,round_66500,102.01,prior_day_close,69.25,TRUE,0.065,0.175,-0.11,0.06,0.07,92,,-1.5,30,cushion_>1.5atr__cvd3m_diverging__min11,0.9125,335,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""candle_cushion"",""perp_new_shorts"",""polymarket_momentum""]",-1.5,down,,,,,,
abba2513-6e1e-4a46-a093-9081ba14f7e1,2026-06-16 12:51:00.531287+00,2026-06-16 12:45:00 UTC,15m,btc-updown-15m-1781613900,15m,6,2026-06-16 12:45:00 UTC,9,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66498,66384,66500,66380.01,114,-1,2.113,162,0.704,0.033,0.011,-2,46592989,32886329,1.417,0,0,0,58241236,99,FALSE,-1168036,-131423,-897921,0.78,accelerating_negative,3,3,112896,sell,1.19,7.243,FALSE,,0,0,-31.04,7.72,-9659568,none,0.075,new_shorts,-0.00002331,66450,66300,-50.93,7.836,-1,FALSE,up,23.256,1.492,TRUE,FALSE,1.384,round_66500,116,prior_day_close,55.26,TRUE,0.195,0.455,-0.26,0.19,0.2,469,,-13.5,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8566,927,0.9437,1.78E+12,0.0601,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""polymarket_momentum"",""candle_cushion"",""tape_accelerating_negative""]",-13.5,down,,,,,,
86a0b5f4-80d6-481e-b2bb-4a5f064e1fd2,2026-06-16 12:46:00.499445+00,2026-06-16 12:45:00 UTC,15m,btc-updown-15m-1781613900,15m,1,2026-06-16 12:45:00 UTC,14,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66498,66467.81,66498.01,66452,30,-1,0.556,203,0.149,0.344,0,0,9352140,1458005,6.414,0,0,0,11690175,63.037,FALSE,-64773,-64773,320949,,,2,3,105376,buy,0.65,5.013,FALSE,,0,236109,-38.76,-8.01,-1084702,none,0.015,neutral,-0.00002219,66500,66450,-53.35,-2.171,0,FALSE,up,23.256,1.709,TRUE,FALSE,1.389,round_66500,32.19,prior_day_close,139.07,TRUE,0.435,,,0.43,0.44,511,,-19.7,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6206,232,0.6773,1.78E+12,0.2385,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-19.7,down,,,,,,
11d61e74-8353-45d3-8a4e-e7f85164dee5,2026-06-16 12:41:00.530522+00,2026-06-16 12:30:00 UTC,15m,btc-updown-15m-1781613000,15m,11,2026-06-16 12:30:00 UTC,4,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66582.59,66490.83,66818,66490.73,92,-1,1.598,115,0.799,0,0.879,-235,32549755,17744754,1.834,0,0,0,40687194,99,FALSE,9233,-712438,-747967,0.004,flattening_positive,4,7,153143,sell,1.44,14.191,FALSE,,0,0,-35.18,6.38,-7508785,none,0.076,new_shorts,-0.00001869,66500,66450,-54.81,0.994,-1,FALSE,up,23.256,1.768,TRUE,FALSE,1.519,round_66500,9.17,prior_day_close,162.09,TRUE,0.135,0.925,-0.79,0.13,0.14,155,FALSE,-8.5,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9437,996,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""polymarket_momentum"",""flaa_asymmetry"",""candle_cushion""]",-8.5,down,,,,,,
faa01712-ff7c-42a6-86ee-007ad0348e0d,2026-06-16 12:36:00.52149+00,2026-06-16 12:30:00 UTC,15m,btc-updown-15m-1781613000,15m,6,2026-06-16 12:30:00 UTC,9,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,66582.59,66747.99,66818,66564.82,165,1,3.343,148,1.114,0.723,0.881,-18,45893707,74049043,0.62,0,0,0,57367134,99,FALSE,1189148,9261,584599,0.846,rising,6,3,67256,sell,1.34,8.999,FALSE,,0,-108613,-37.64,-4.69,14807652,none,0.069,new_longs,-0.00001497,66750,66650,-55.08,-3.536,0,FALSE,up,23.256,2.431,TRUE,TRUE,1.524,day_high,244.01,poc_4h,110.49,TRUE,0.915,0.605,0.31,0.91,0.92,1272,FALSE,2.5,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8577,927,0.9437,1.78E+12,0.9404,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""candle_cushion"",""polymarket_momentum"",""tape_rising""]",2.5,down,,,,,,
527e52bf-4e75-49bd-8c2e-6dd3ce94177b,2026-06-16 12:31:00.513636+00,2026-06-16 12:30:00 UTC,15m,btc-updown-15m-1781613000,15m,1,2026-06-16 12:30:00 UTC,14,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66582.59,66608.05,66621.4,66564.82,25,1,0.69,138,0.184,0.764,0.273,-18,2480783,9501301,0.261,0,0,0,3100979,99,FALSE,331191,331191,318659,,,1,1,42888,buy,1.37,5.115,FALSE,,0,138473,-36.02,0.11,-2587362,none,0.003,neutral,-0.0000162,66650,66600,-51.51,0.566,1,FALSE,up,23.256,2.07,TRUE,TRUE,1.533,poc_4h,4.45,vwap_24h,79.17,TRUE,0.605,,,0.6,0.61,565,,-1.3,30,cushion_0.5-1.0atr__cvd3m_confirming__min1,0.572,336,0.672,1.78E+12,0.5917,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-1.3,down,,,,,,
77a68deb-1500-4b2f-8507-346d80771037,2026-06-16 12:26:00.518032+00,2026-06-16 12:15:00 UTC,15m,btc-updown-15m-1781612100,15m,11,2026-06-16 12:15:00 UTC,4,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66556.53,66592,66682.87,66547.38,35,1,0.84,84,0.42,0.329,0.979,-9,3812306,12816942,0.297,0,0,0,4765382,9.982,FALSE,1655589,-35944,-211120,0.543,flattening_positive,1,1,99902,sell,0.93,12.604,FALSE,,0,0,-27.44,10.41,-783170,none,-0.019,neutral,-0.00001604,66600,66500,-47.76,4.978,-1,FALSE,up,23.256,2.029,TRUE,TRUE,1.511,poc_4h,20.5,vwap_24h,64.17,TRUE,0.755,0.795,-0.04,0.75,0.76,750,,-8.8,30,cushion_0.5-1.0atr__cvd3m_diverging__min11,0.675,115,,1.78E+12,0.6671,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""flaa_asymmetry"",""candle_cushion"",""polymarket_momentum""]",-8.8,up,,,,,,
e8a1e78d-5e4c-4fee-b2b5-293d05e53cd5,2026-06-16 12:21:00.466517+00,2026-06-16 12:15:00 UTC,15m,btc-updown-15m-1781612100,15m,6,2026-06-16 12:15:00 UTC,9,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66556.53,66642.96,66682.87,66556.53,86,1,2.041,127,0.68,0.684,0.996,0,19117121,34235064,0.558,0,0,0,23896402,99,FALSE,1851747,328762,366846,0.617,rising,5,2,89441,sell,0.9,1.995,FALSE,,0,0,-33.82,6.74,6573048,none,0.006,neutral,-0.00001516,66650,66600,-53.47,-2.351,1,FALSE,up,23.256,2.16,TRUE,TRUE,1.513,day_high,349.04,poc_4h,30.46,TRUE,0.805,0.675,0.13,0.8,0.81,1251,,13,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8577,927,0.9437,1.78E+12,0.9352,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""polymarket_momentum"",""candle_cushion"",""tape_rising""]",13,up,,,,,,
9a2af774-7b6e-4c34-8b87-ec2ffe656d97,2026-06-16 12:16:00.506029+00,2026-06-16 12:15:00 UTC,15m,btc-updown-15m-1781612100,15m,1,2026-06-16 12:15:00 UTC,14,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66556.53,66622,66635.86,66556.53,65,1,1.75,140,0.468,0.825,0.979,0,10677219,24014745,0.445,0,0,0,13346524,99,FALSE,1016303,1016303,1535698,,,9,6,348382,buy,0.6,4.474,FALSE,,0,441513,-33.94,4.28,2643620,none,0.013,neutral,-0.00001518,66650,66600,-49.99,4.54,1,FALSE,up,23.256,2.106,TRUE,TRUE,1.524,day_high,370,poc_4h,9.5,TRUE,0.705,,,0.7,0.71,338,,6.6,30,cushion_>1.5atr__cvd3m_confirming__min1,0.7028,293,0.9437,1.78E+12,0.7705,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""flaa_asymmetry"",""candle_cushion"",""htf_trend""]",6.6,up,,,,,,
5bb1b9d8-1aea-4c6f-8f06-ee6ea08dc4e9,2026-06-16 12:11:00.522889+00,2026-06-16 12:00:00 UTC,15m,btc-updown-15m-1781611200,15m,11,2026-06-16 12:00:00 UTC,4,1.3,TRUE,TRUE,TRUE,TRUE,FALSE,66481.73,66561.31,66569.8,66406.15,80,1,2.435,65,1.217,0.948,0.367,-76,16947900,36275881,0.467,0,0,0,21184875,99,FALSE,628418,298170,732358,0.205,accelerating_positive,6,1,100929,buy,0.77,6.597,FALSE,,0,0,-35.05,2.54,6609623,none,0.007,neutral,-0.00001468,66600,66500,-50.46,-0.272,1,FALSE,up,23.256,1.95,TRUE,TRUE,1.535,poc_4h,1.19,vwap_24h,37.5,TRUE,0.925,0.205,0.72,0.92,0.93,1281,,2.5,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9436,995,,1.78E+12,0.95,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""candle_cushion"",""polymarket_momentum"",""tape_accelerating_positive""]",2.5,up,,,,,,
23835096-c7de-4459-aed8-a62e79c55888,2026-06-16 12:06:00.52242+00,2026-06-16 12:00:00 UTC,15m,btc-updown-15m-1781611200,15m,6,2026-06-16 12:00:00 UTC,9,0.7,TRUE,TRUE,TRUE,TRUE,FALSE,66481.73,66406.16,66490.98,66406.16,76,-1,2.963,77,0.988,0,0.06,-9,29288961,14808562,1.978,0,0,0,36611201,99,FALSE,-553728,-60164,-247450,0.909,flattening_negative,1,0,73670,buy,0.5,7.304,FALSE,,0,0,-36.1,-4.15,-236543,none,0.011,neutral,-0.00001604,66450,66300,-50.04,-2.347,-1,FALSE,up,23.256,1.55,TRUE,FALSE,1.535,round_66500,93.84,prior_day_close,77.42,TRUE,0.175,0.515,-0.34,0.17,0.18,333,,-11.4,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8586,926,0.9436,1.78E+12,0.0609,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""flaa_asymmetry"",""polymarket_momentum"",""candle_cushion""]",-11.4,up,,,,,,
b34922dd-9013-4f3e-b945-c372132d83f6,2026-06-16 12:01:00.524453+00,2026-06-16 12:00:00 UTC,15m,btc-updown-15m-1781611200,15m,1,2026-06-16 12:00:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66481.73,66484,66490.98,66446.73,2,1,0.087,98,0.023,0.842,0.238,-35,17447,631500,0.028,0,0,0,21809,99,FALSE,106360,106360,1122764,,,5,0,140286,buy,0.36,1.904,FALSE,,0,503350,-30.04,0.25,15246625,none,0,neutral,-0.00001541,66500,66450,-48.64,-0.989,1,FALSE,up,23.759,1.745,TRUE,FALSE,1.53,round_66500,16,prior_day_close,155.26,TRUE,0.515,,,0.51,0.52,634,,10.7,30,cushion_<0.5atr__cvd3m_confirming__min1,0.5429,453,0.6147,1.78E+12,0.6215,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""tape_sweeps"",""flaa_asymmetry"",""htf_trend""]",10.7,up,,,,,,
e4be07f9-2670-4d1d-85b6-45a51535a248,2026-06-16 02:56:00.518425+00,2026-06-16 02:45:00 UTC,15m,btc-updown-15m-1781577900,15m,11,2026-06-16 02:45:00 UTC,4,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,65878,65734.69,65887.82,65726.43,143,-1,4.057,71,2.028,0.051,0.147,-10,54283241,42970569,1.263,0,0,0,67854052,99,FALSE,-2792871,-901751,-1770408,0.87,accelerating_negative,1,6,79113,sell,0.86,4.137,FALSE,,0,-488667,-32.65,0.7,-9091675,none,0.034,new_shorts,-0.00003811,65850,65450,-41.68,-2.914,-1,FALSE,up,31.029,0.546,FALSE,FALSE,1.16,round_66000,265.31,day_low,8.26,FALSE,0.025,0.325,-0.3,0.02,0.03,42,TRUE,2.5,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9445,993,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""candle_cushion"",""polymarket_momentum"",""tape_accelerating_negative""]",2.5,down,,,,,,
