id,created_at,bar_start,timeframe,slug,meta_timeframe,meta_checkpoint_minute,meta_bar_start_utc,meta_minutes_remaining,meta_data_age_s,meta_feeds_healthy_binance_spot,meta_feeds_healthy_binance_perp,meta_feeds_healthy_coinbase,meta_feeds_healthy_polymarket,meta_feeds_healthy_liq_stream,candle_state_open,candle_state_last,candle_state_high,candle_state_low,candle_state_cushion_usd,candle_state_cushion_sign,candle_state_cushion_atr1m,candle_state_expected_remaining_move_usd,candle_state_reachability_ratio,candle_state_high_low_position,candle_state_time_above_open_pct,candle_state_max_adverse_excursion_usd,flaa_depth_flip_path_usd,flaa_depth_continuation_usd,flaa_path_asymmetry_ratio,flaa_flip_path_consumed_180s_usd,flaa_flip_path_replenish_ratio,flaa_iceberg_refill_count,flaa_est_flow_to_flip_usd,flaa_flow_to_flip_minutes_at_current_rate,flaa_defended,tape_cvd_candle_usd,tape_cvd_delta_1m,tape_cvd_delta_3m,tape_cvd_slope_r2,tape_cvd_trajectory,tape_sweep_events_3m_buy_sweeps,tape_sweep_events_3m_sell_sweeps,tape_sweep_events_3m_largest_sweep_usd,tape_sweep_events_3m_largest_sweep_side,tape_sweep_events_3m_sweep_price_impact_bps,tape_efficiency_3m,tape_absorption_flag,tape_absorption_side,tape_absorption_strength,tape_large_print_net_3m_usd,perp_spot_divergence_basis_usd_now,perp_spot_divergence_basis_delta_3m,perp_spot_divergence_perp_cvd_minus_spot_cvd_5m_usd,perp_spot_divergence_leader_venue_3m,perp_spot_divergence_oi_delta_candle_pct,perp_spot_divergence_oi_price_regime,perp_spot_divergence_funding_rate,liquidations_nearest_liq_cluster_above_usd,liquidations_nearest_liq_cluster_below_usd,cross_venue_coinbase_premium_usd,cross_venue_coinbase_premium_slope_3m,cross_venue_venue_cvd_agreement,cross_venue_us_spot_leading,htf_context_trend_1h_dir,htf_context_trend_1h_adx,htf_context_trend_1h_price_vs_ema50,htf_context_vwap_stack_above_session_vwap,htf_context_vwap_stack_above_24h_vwap,htf_context_vwap_stack_vwap_compression,htf_context_key_levels_nearest_above_type,htf_context_key_levels_nearest_above_dist_usd,htf_context_key_levels_nearest_below_type,htf_context_key_levels_nearest_below_dist_usd,htf_context_key_levels_inside_value_area,polymarket_implied_prob_up,polymarket_implied_prob_5m_ago,polymarket_prob_momentum_5m,polymarket_yes_book_best_bid,polymarket_yes_book_best_ask,polymarket_yes_book_depth_usd_2c,polymarket_sharp_flow_flag,polymarket_model_vs_market_edge,empirical_prior_lookback_days,empirical_prior_bucket,empirical_prior_hold_rate,empirical_prior_n_samples,empirical_prior_hold_rate_minute11_same_bucket,empirical_prior_bucket_computed_at,ensemble_p_up,ensemble_conviction_tier,ensemble_tier_definition_high,ensemble_tier_definition_med,ensemble_tier_definition_low,ensemble_signal_agreement_count,ensemble_disagreement_index,ensemble_dominant_factors,ensemble_polymarket_edge_pct,outcome,,,,,,x
8b01639f-0e7d-4322-88de-c116cfbfa060,2026-06-15 23:21:00.492181+00,2026-06-15 23:15:00 UTC,15m,btc-updown-15m-1781565300,15m,6,2026-06-15 23:15:00 UTC,9,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66270.4,66189.89,66295.64,66172.19,81,-1,2.205,110,0.735,0.143,0.078,-25,31513233,16199315,1.945,0,0,0,39391542,99,FALSE,-1728774,-103390,-1374115,0.866,accelerating_negative,3,4,523529,sell,0.85,2.897,FALSE,,0,-546676,-30.94,-2.4,-1448333,none,-0.011,neutral,-0.00001313,66200,66150,-43.68,-0.903,-1,FALSE,up,37.637,1.954,FALSE,FALSE,0.131,vwap_24h,95.79,round_66000,189.89,TRUE,0.185,0.465,-0.28,0.18,0.19,186,,-13.5,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8593,924,0.9444,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""polymarket_momentum"",""flaa_asymmetry"",""candle_cushion""]",-13.5,down,,,,,,
0a8f159d-1a4b-4e74-87c1-9403b6c9f782,2026-06-15 23:16:00.501839+00,2026-06-15 23:15:00 UTC,15m,btc-updown-15m-1781565300,15m,1,2026-06-15 23:15:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66270.4,66255.13,66295.64,66255.13,15,-1,0.46,124,0.123,0,0.462,-25,4121802,556936,7.401,0,0,0,5152252,27.557,FALSE,-24472,-24472,14514,,,6,5,50940,buy,0.69,75.148,FALSE,,0,0,-30.29,2.17,1094203,none,-0.005,neutral,-0.0000138,66300,66200,-44.68,-2.374,0,FALSE,up,37.637,2.126,FALSE,FALSE,0.146,vwap_24h,28.12,round_66000,255.13,TRUE,0.465,,,0.46,0.47,388,,-7.7,30,cushion_<0.5atr__cvd3m_flat__min1,0.5401,287,0.5233,1.78E+12,0.3885,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-7.7,down,,,,,,
18222172-bcc6-497b-8694-d31f11bc2cd9,2026-06-15 23:11:00.588673+00,2026-06-15 23:00:00 UTC,15m,btc-updown-15m-1781564400,15m,11,2026-06-15 23:00:00 UTC,4,0.4,TRUE,TRUE,TRUE,TRUE,FALSE,66206.34,66265.26,66286,66184,59,1,1.635,72,0.818,0.797,0.717,-22,10074254,24238936,0.416,0,0,0,12592818,99,FALSE,-105183,-20647,-63463,0.032,flat,3,1,61474,sell,0.74,39.878,FALSE,,0,0,-31.9,-4.16,-595200,none,0.016,neutral,-0.00001568,66300,66200,-43.24,-0.752,0,FALSE,up,37.637,2.153,FALSE,FALSE,0.158,vwap_24h,14.94,round_66000,265.26,TRUE,0.885,0.795,0.09,0.88,0.89,961,,5.2,30,cushion_>1.5atr__cvd3m_flat__min11,0.9025,411,,1.78E+12,0.9366,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""polymarket_momentum"",""candle_cushion"",""flaa_asymmetry""]",5.2,up,,,,,,
25a4a624-37e1-42fc-964f-e57f400a5bdf,2026-06-15 23:06:00.543361+00,2026-06-15 23:00:00 UTC,15m,btc-updown-15m-1781564400,15m,6,2026-06-15 23:00:00 UTC,9,0.9,TRUE,TRUE,TRUE,TRUE,FALSE,66206.34,66275.17,66275.18,66184,69,1,1.731,119,0.577,1,0.516,-22,14999778,27339727,0.549,0,0,0,18749723,99,FALSE,26577,422938,215461,0.106,flat,1,1,72909,buy,1.53,22.48,FALSE,,0,0,-25.82,5.73,5053249,none,-0.011,neutral,-0.00001754,66300,66200,-43.45,-2.091,1,FALSE,up,37.637,2.179,FALSE,FALSE,0.175,vwap_24h,2.11,round_66000,275.17,TRUE,0.795,0.535,0.26,0.79,0.8,1374,FALSE,12.5,30,cushion_>1.5atr__cvd3m_confirming__min6,0.8592,923,0.9444,1.78E+12,0.9203,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""polymarket_momentum"",""candle_cushion"",""flaa_asymmetry""]",12.5,up,,,,,,
bb1904e5-f8f1-4a80-8b26-4e536c7fe307,2026-06-15 23:01:00.563604+00,2026-06-15 23:00:00 UTC,15m,btc-updown-15m-1781564400,15m,1,2026-06-15 23:00:00 UTC,14,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66206.34,66206.26,66223.99,66206,0,-1,0.002,162,0,0.014,0.75,-18,98,51229,0.002,0,0,0,122,0,FALSE,-97295,-97295,89291,,,1,2,238578,buy,0.79,6.34,FALSE,,0,0,-31.61,-3.26,3562685,none,-0.003,neutral,-0.00001823,66300,66200,-42.89,1.479,1,TRUE,up,40.386,2.009,FALSE,FALSE,0.192,vwap_24h,67.89,round_66000,206.26,TRUE,0.525,,,0.52,0.53,673,,3.8,30,cushion_<0.5atr__cvd3m_flat__min1,0.5418,286,0.5233,1.78E+12,0.5635,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,3_of_7,0.57,"[""flaa_asymmetry"",""cross_venue_flow"",""htf_trend""]",3.8,up,,,,,,
2ec739b8-27f5-43ef-9220-31ee6ce06e3c,2026-06-15 22:56:00.622469+00,2026-06-15 22:45:00 UTC,15m,btc-updown-15m-1781563500,15m,11,2026-06-15 22:45:00 UTC,4,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66299.38,66227.99,66326,66198.74,71,-1,1.447,99,0.724,0.23,0.111,-27,29292069,13445170,2.179,0,0,0,36615086,99,FALSE,196601,81076,-139466,0.016,flattening_positive,1,3,42847,sell,0.84,13.303,FALSE,,0,0,-27.64,-2.8,-3870252,none,0.192,new_shorts,-0.00001884,66300,66200,-43.01,0.257,-1,FALSE,up,40.386,2.145,FALSE,FALSE,0.201,vwap_24h,43.69,round_66000,227.99,TRUE,0.115,0.315,-0.2,0.11,0.12,100,,-1.6,30,cushion_1.0-1.5atr__cvd3m_flat__min11,0.7617,82,,1.78E+12,0.0992,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""flaa_asymmetry"",""perp_new_shorts"",""polymarket_momentum""]",-1.6,down,,,,,,
c0e14daf-02f2-48b2-8fe4-644b9fccf291,2026-06-15 22:51:00.541454+00,2026-06-15 22:45:00 UTC,15m,btc-updown-15m-1781563500,15m,6,2026-06-15 22:45:00 UTC,9,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66299.38,66270.84,66326,66198.74,29,-1,0.49,175,0.163,0.567,0.197,-27,8573253,3022756,2.836,0,0,0,10716566,1.158,FALSE,798968,705260,864296,0.252,accelerating_positive,7,4,621665,buy,1.92,3.128,FALSE,,0,50465,-26.4,3.55,25661377,none,0.207,new_shorts,-0.00002053,66300,66200,-41.97,-1.1,1,FALSE,up,40.386,2.258,FALSE,TRUE,0.214,session_vwap,38.82,vwap_24h,1.37,TRUE,0.365,0.375,-0.01,0.36,0.37,535,,6.4,30,cushion_<0.5atr__cvd3m_diverging__min6,0.5,170,0.5261,1.78E+12,0.4288,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_8,0.5,"[""flaa_asymmetry"",""tape_accelerating_positive"",""perp_new_shorts""]",6.4,down,,,,,,
0d152b28-eb5f-4d77-a334-e0580de75e45,2026-06-15 22:46:00.462666+00,2026-06-15 22:45:00 UTC,15m,btc-updown-15m-1781563500,15m,1,2026-06-15 22:45:00 UTC,14,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66299.38,66269.99,66325.83,66263.2,29,-1,0.592,186,0.158,0.108,0.487,-26,11282620,1749595,6.449,0,0,0,14103275,99,FALSE,431161,432172,422275,,,0,1,65864,sell,0.75,5.026,FALSE,,0,159650,-31.63,0.72,409127,none,-0.014,neutral,-0.00002201,66300,66200,-43.61,-5.365,0,FALSE,up,40.386,2.256,FALSE,TRUE,0.228,session_vwap,39.9,vwap_24h,2.91,TRUE,0.415,,,0.41,0.42,141,,-18.8,30,cushion_0.5-1.0atr__cvd3m_diverging__min1,0.6182,233,0.6678,1.78E+12,0.227,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""tape_sweeps"",""htf_trend""]",-18.8,down,,,,,,
4830d79e-ce8e-48e1-9d96-a242156dbd87,2026-06-15 22:41:00.533009+00,2026-06-15 22:30:00 UTC,15m,btc-updown-15m-1781562600,15m,11,2026-06-15 22:30:00 UTC,4,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66162.01,66371.66,66371.66,66076.56,210,1,4.027,104,2.014,1,0.718,-85,57048459,142657830,0.4,0,0,0,71310574,99,FALSE,-878767,506647,565083,0.104,flattening_negative,3,1,106498,buy,1.58,11.665,FALSE,,0,221965,-25.8,2.44,4229201,none,-0.064,short_covering,-0.00002273,66450,66300,-39.1,4.798,0,FALSE,up,40.386,2.525,TRUE,TRUE,0.266,poc_4h,90.84,session_vwap,61.73,TRUE,,0.895,,0.99,,,,,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9444,992,,1.78E+12,0.95,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""candle_cushion"",""perp_short_covering"",""flaa_asymmetry""]",,up,,,,,,
48c65d5a-3af6-4183-a534-17b6e5651997,2026-06-15 22:36:00.538835+00,2026-06-15 22:30:00 UTC,15m,btc-updown-15m-1781562600,15m,6,2026-06-15 22:30:00 UTC,9,2.6,TRUE,TRUE,TRUE,TRUE,FALSE,66162.01,66291.99,66302,66076.56,130,1,2.442,160,0.814,0.956,0.512,-85,31824443,57474817,0.554,0,0,0,39780553,99,FALSE,-1490152,277387,1209194,0.455,flattening_negative,4,0,87974,buy,1.53,9.707,FALSE,,0,143404,-29.94,-2.86,2160557,none,-0.065,short_covering,-0.00002564,66300,66200,-40.26,-2.106,1,FALSE,up,40.386,2.314,FALSE,TRUE,0.283,session_vwap,17.94,vwap_24h,33.04,TRUE,0.905,0.535,0.37,0.9,0.91,1247,,2.6,30,cushion_>1.5atr__cvd3m_confirming__min6,0.859,922,0.9444,1.78E+12,0.9315,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""polymarket_momentum"",""candle_cushion"",""flaa_asymmetry""]",2.6,up,,,,,,
d2b7cfab-bc3c-4946-9717-57c0f40e4b36,2026-06-15 22:31:55.978601+00,2026-06-15 22:15:00 UTC,15m,btc-updown-15m-1781561700,15m,11,2026-06-15 22:15:00 UTC,4,1.3,TRUE,TRUE,TRUE,TRUE,FALSE,66364.01,66211.42,66412,66208.75,153,-1,4.307,71,2.153,0.013,0.544,-48,57676527,47948886,1.203,0,0,0,72095659,99,FALSE,-1180060,-244293,-1135482,0.5,accelerating_negative,4,7,155759,sell,0.75,8.669,FALSE,,0,0,-29.97,1.88,-28187932,none,-0.09,long_liquidation,-0.00002601,66300,66200,-38.81,2.135,-1,FALSE,up,40.386,2.101,FALSE,FALSE,0.343,vwap_24h,41.61,round_66000,211.42,TRUE,0.015,0.575,-0.56,0.01,0.02,48,,3.5,30,cushion_>1.5atr__cvd3m_confirming__min11,0.9444,992,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,7_of_8,0.12,"[""candle_cushion"",""polymarket_momentum"",""tape_accelerating_negative""]",3.5,down,,,,,,
d2ff6612-d6a7-463c-adea-977695d101f9,2026-06-15 22:31:00.501849+00,2026-06-15 22:30:00 UTC,15m,btc-updown-15m-1781562600,15m,1,2026-06-15 22:30:00 UTC,14,2,TRUE,TRUE,TRUE,TRUE,FALSE,66162.01,66153.33,66185.38,66134,9,-1,0.188,173,0.05,0.376,0.432,-23,2437368,995752,2.448,0,0,0,3046710,7.279,FALSE,-214251,-214251,-92885,,,1,2,166541,sell,0.6,27.075,FALSE,,0,-24082,-28.98,8.18,-7989046,none,-0.01,neutral,-0.00002687,66200,66150,-41.03,-0.641,-1,FALSE,up,40.386,1.948,FALSE,FALSE,0.304,vwap_24h,102.6,round_66000,153.33,TRUE,0.535,,,0.53,0.54,411,,-19.8,30,cushion_<0.5atr__cvd3m_flat__min1,0.5435,285,0.5233,1.78E+12,0.3375,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""htf_trend"",""tape_sweeps""]",-19.8,up,,,,,,
dac70306-fedf-4dfa-9d95-62a43d658cb3,2026-06-15 22:21:00.627731+00,2026-06-15 22:15:00 UTC,15m,btc-updown-15m-1781561700,15m,6,2026-06-15 22:15:00 UTC,9,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66364.01,66365.35,66412,66356,1,1,0.054,74,0.018,0.167,0.884,-8,364,417937,0.001,0,0,0,455,99,FALSE,206577,-29673,168059,0.526,flat,1,0,187031,buy,1.2,9.734,FALSE,,0,183599,-31.51,-4.96,984250,none,-0.011,neutral,-0.00002549,66450,66300,-37.37,1.353,0,FALSE,up,40.386,2.509,TRUE,TRUE,0.361,poc_4h,97.15,session_vwap,53.92,TRUE,0.555,0.665,-0.11,0.55,0.56,476,,-18,30,cushion_<0.5atr__cvd3m_confirming__min6,0.4953,186,0.6124,1.78E+12,0.3752,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_8,0.5,"[""flaa_asymmetry"",""polymarket_momentum"",""tape_flat""]",-18,down,,,,,,
6a8f11c0-ce44-4985-a1d9-1326613628b1,2026-06-15 22:16:00.527962+00,2026-06-15 22:15:00 UTC,15m,btc-updown-15m-1781561700,15m,1,2026-06-15 22:15:00 UTC,14,1.2,TRUE,TRUE,TRUE,TRUE,FALSE,66364.01,66404.01,66412,66364.01,40,1,1.523,98,0.407,0.834,0.974,0,2713413,14126343,0.192,0,0,0,3391766,1.222,FALSE,130181,130181,-175207,,,2,4,89254,buy,0.28,17.887,FALSE,,0,0,-37.26,1.6,-8349906,none,-0.006,neutral,-0.00002556,66450,66300,-35.6,2.333,-1,FALSE,up,40.386,2.611,TRUE,TRUE,0.445,poc_4h,58.49,session_vwap,92.63,TRUE,0.665,,,0.66,0.67,735,,-7.7,30,cushion_>1.5atr__cvd3m_diverging__min1,0.6376,84,0.9125,1.78E+12,0.5879,LOW,>=0.72 or <=0.28,0.60-0.72,<0.60,4_of_7,0.43,"[""flaa_asymmetry"",""candle_cushion"",""htf_trend""]",-7.7,down,,,,,,
e44d9d8c-e740-4eb2-a1b4-a69129453239,2026-06-15 22:11:00.608667+00,2026-06-15 22:00:00 UTC,15m,btc-updown-15m-1781560800,15m,11,2026-06-15 22:00:00 UTC,4,2.5,TRUE,TRUE,TRUE,TRUE,FALSE,66368.15,66467.59,66472,66368.14,99,1,4.358,46,2.179,0.958,0.979,0,30085886,92433482,0.325,0,0,0,37607357,99,FALSE,2792422,200109,70073,0.445,flattening_positive,1,1,126074,buy,1.64,11.241,FALSE,,0,7393,-32.63,-0.69,850342,none,-0.01,neutral,-0.00002499,66500,66450,-39.17,2.8,0,FALSE,up,40.386,2.779,TRUE,TRUE,0.513,round_66500,32.41,poc_4h,5.09,TRUE,0.985,0.915,0.07,0.98,0.99,4182,FALSE,-5.3,30,cushion_>1.5atr__cvd3m_flat__min11,0.9025,411,,1.78E+12,0.9323,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""candle_cushion"",""polymarket_momentum"",""flaa_asymmetry""]",-5.3,down,,,,,,
fa845ca5-b914-451d-bafe-8494d0c3e95e,2026-06-15 22:06:00.531359+00,2026-06-15 22:00:00 UTC,15m,btc-updown-15m-1781560800,15m,6,2026-06-15 22:00:00 UTC,9,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,66368.15,66451.97,66462,66368.14,84,1,3.382,74,1.127,0.893,0.964,0,25882452,35471342,0.73,0,0,0,32353065,99,FALSE,2763886,47821,14230,0.708,flattening_positive,1,1,65632,buy,1.59,74.468,FALSE,,0,0,-32.03,-6.58,640630,none,-0.015,neutral,-0.00002566,66500,66450,-35.33,1.307,1,TRUE,up,40.386,2.738,TRUE,TRUE,0.594,round_66500,48.03,session_vwap,140.83,TRUE,0.915,0.675,0.24,0.91,0.92,1332,FALSE,-3.6,30,cushion_>1.5atr__cvd3m_flat__min6,0.7757,316,0.9025,1.78E+12,0.8795,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""candle_cushion"",""polymarket_momentum"",""cross_venue_flow""]",-3.6,down,,,,,,
7beadb11-f0e4-40c3-b351-45d4401642cf,2026-06-15 22:01:00.549972+00,2026-06-15 22:00:00 UTC,15m,btc-updown-15m-1781560800,15m,1,2026-06-15 22:00:00 UTC,14,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66368.15,66398.08,66415.93,66368.14,30,1,1.273,88,0.34,0.626,0.795,0,1353015,10570764,0.128,0,0,0,1691269,99,FALSE,1485152,1485152,1726665,,,1,1,39899,sell,0.24,0.312,FALSE,,0,403565,-36.13,1.49,-2997604,none,-0.002,neutral,-0.00002675,66450,66300,-34.5,-1.951,1,FALSE,up,42.614,2.356,TRUE,TRUE,0.667,round_66500,101.92,session_vwap,87.32,TRUE,0.625,,,0.62,0.63,475,,5.3,30,cushion_1.0-1.5atr__cvd3m_confirming__min1,0.6564,250,0.7899,1.78E+12,0.6782,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_7,0.29,"[""flaa_asymmetry"",""candle_cushion"",""htf_trend""]",5.3,down,,,,,,
899e423e-af7f-4f1b-8017-1def2847a021,2026-06-15 21:56:00.534489+00,2026-06-15 21:45:00 UTC,15m,btc-updown-15m-1781559900,15m,11,2026-06-15 21:45:00 UTC,4,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,66436,66390,66447.99,66376.98,46,-1,1.76,52,0.88,0.183,0.13,-12,14191366,6207221,2.286,0,0,0,17739207,99,FALSE,-338477,-132277,-123076,0.715,flattening_negative,1,3,60830,sell,0.46,16.623,FALSE,,0,129521,-28.65,2.5,-6198340,none,-0.075,long_liquidation,-0.00002666,66450,66300,-34.94,4.477,0,TRUE,up,42.614,2.61,TRUE,TRUE,0.666,round_66500,110,session_vwap,79.29,TRUE,0.165,0.395,-0.23,0.16,0.17,125,,-11.5,30,cushion_>1.5atr__cvd3m_flat__min11,0.9023,410,,1.78E+12,0.05,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""flaa_asymmetry"",""polymarket_momentum"",""candle_cushion""]",-11.5,down,,,,,,
b27c9244-8e6f-4e01-a6bb-744bbf9783a5,2026-06-15 21:51:00.611451+00,2026-06-15 21:45:00 UTC,15m,btc-updown-15m-1781559900,15m,6,2026-06-15 21:45:00 UTC,9,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66436,66429.28,66447.99,66376.98,7,-1,0.232,87,0.077,0.737,0.109,-12,2087279,774086,2.696,0,0,0,2609099,2.735,FALSE,-118351,183914,23449,0.871,flat,3,5,139847,buy,0.45,105.653,FALSE,,0,17496,-31.92,8.41,382226,none,-0.003,neutral,-0.00002828,66450,66300,-35.67,-1.315,1,FALSE,up,42.614,2.712,TRUE,TRUE,0.687,round_66500,70.72,session_vwap,118.68,TRUE,0.405,0.445,-0.04,0.4,0.41,246,,-3.7,30,cushion_<0.5atr__cvd3m_flat__min6,0.5408,122,0.5233,1.78E+12,0.3677,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""flaa_asymmetry"",""polymarket_momentum"",""htf_trend""]",-3.7,down,,,,,,
b0a55be5-5252-45e5-a75c-cc976bc1e2b8,2026-06-15 21:46:00.502744+00,2026-06-15 21:45:00 UTC,15m,btc-updown-15m-1781559900,15m,1,2026-06-15 21:45:00 UTC,14,2.5,TRUE,TRUE,TRUE,TRUE,FALSE,66436,66430.17,66447.99,66430.16,6,-1,0.195,112,0.052,0.001,0.622,-12,1430955,50547,28.309,0,0,0,1788694,7.069,FALSE,-16350,-56696,-875487,,,3,5,111568,buy,0.72,1.212,FALSE,,0,5860,-31.02,-1.59,3184079,none,0.001,neutral,-0.000028,66450,66300,-38.87,-3.687,-1,FALSE,up,42.614,2.714,TRUE,TRUE,0.742,round_66500,69.83,session_vwap,119.68,TRUE,0.445,,,0.44,0.45,308,,-14.7,30,cushion_<0.5atr__cvd3m_confirming__min1,0.5369,449,0.6124,1.78E+12,0.2983,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""flaa_asymmetry"",""htf_trend"",""perp_basis""]",-14.7,down,,,,,,
ee6d2925-38a5-47c8-ab15-22137499cd44,2026-06-15 21:41:00.484747+00,2026-06-15 21:30:00 UTC,15m,btc-updown-15m-1781559000,15m,11,2026-06-15 21:30:00 UTC,4,1.1,TRUE,TRUE,TRUE,TRUE,FALSE,66410,66441.99,66474,66314.34,32,1,1.07,60,0.535,0.8,0.744,-96,2415471,9755557,0.248,0,0,0,3019339,99,FALSE,-1440986,177181,-92261,0.309,flattening_negative,1,3,149724,buy,1.44,1005.339,FALSE,,0,254058,-31.74,-5.96,1275945,none,-0.136,short_covering,-0.00002886,66450,66300,-35.88,-5.07,0,FALSE,up,42.614,2.745,TRUE,TRUE,0.79,round_66500,58.01,session_vwap,131.81,TRUE,0.785,0.765,0.02,0.78,0.79,1016,FALSE,-6.8,30,cushion_1.0-1.5atr__cvd3m_flat__min11,0.7594,81,,1.78E+12,0.7167,MED,>=0.72 or <=0.28,0.60-0.72,<0.60,5_of_8,0.38,"[""flaa_asymmetry"",""candle_cushion"",""tape_flattening_negative""]",-6.8,up,,,,,,
f622ad35-5039-4c6a-9286-e46cdd05b45d,2026-06-15 21:36:00.540304+00,2026-06-15 21:30:00 UTC,15m,btc-updown-15m-1781559000,15m,6,2026-06-15 21:30:00 UTC,9,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,66410,66461.32,66469.47,66314.34,51,1,1.57,98,0.523,0.947,0.537,-96,6648857,16555654,0.402,0,0,0,8311071,99,FALSE,-1444661,-9263,-92845,0.384,flattening_negative,2,0,62155,buy,0.92,8.222,FALSE,,0,0,-31.96,-1.21,4582212,none,-0.142,short_covering,-0.00003023,66500,66450,-35.5,3.902,-1,FALSE,up,42.614,2.794,TRUE,TRUE,1.087,round_66500,38.68,session_vwap,151.31,TRUE,0.765,0.395,0.37,0.76,0.77,599,FALSE,9.1,30,cushion_>1.5atr__cvd3m_flat__min6,0.7757,316,0.9023,1.78E+12,0.8561,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_8,0.25,"[""polymarket_momentum"",""flaa_asymmetry"",""candle_cushion""]",9.1,up,,,,,,
d345f095-e898-40e8-b6e2-00a2049fd034,2026-06-15 21:31:00.477114+00,2026-06-15 21:30:00 UTC,15m,btc-updown-15m-1781559000,15m,1,2026-06-15 21:30:00 UTC,14,0.3,TRUE,TRUE,TRUE,TRUE,FALSE,66410,66366,66410,66314.34,44,-1,1.373,120,0.367,0.54,0,0,13629126,6460811,2.11,0,0,0,17036407,99,FALSE,-1396169,-1396169,-1565672,,,3,10,131715,buy,0.57,3.921,FALSE,,0,-187799,-24.54,10.13,-22060534,none,-0.075,long_liquidation,-0.00003161,66450,66300,-35.63,8.173,-1,FALSE,up,42.614,2.548,TRUE,TRUE,1.154,round_66500,134,session_vwap,56.12,TRUE,0.395,,,0.39,0.4,309,,-20.9,30,cushion_1.0-1.5atr__cvd3m_confirming__min1,0.6564,250,0.7899,1.78E+12,0.1857,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""flaa_asymmetry"",""tape_sweeps"",""candle_cushion""]",-20.9,up,,,,,,
b958f597-856e-4aa7-9a8f-d72017848de8,2026-06-15 21:26:00.537304+00,2026-06-15 21:15:00 UTC,15m,btc-updown-15m-1781558100,15m,11,2026-06-15 21:15:00 UTC,4,0.6,TRUE,TRUE,TRUE,TRUE,FALSE,66517.44,66512.01,66567.38,66512,5,-1,0.224,49,0.112,0,0.847,-50,1267131,7453,,0,0,0,1583914,99,,-145313,-107507,-373397,0,flat,1,3,428438,sell,0.5,5.786,FALSE,,0,-271605,-36.56,-8.09,1594686,none,-0.026,neutral,-0.00003176,66600,66500,-37.23,-1.251,-1,FALSE,up,42.614,2.925,TRUE,TRUE,1.213,poc_4h,325.49,round_66500,12.01,TRUE,0.375,0.665,-0.29,0.37,0.38,341,,-12.3,30,cushion_<0.5atr__cvd3m_confirming__min11,0.6101,143,,1.78E+12,0.2519,HIGH,>=0.72 or <=0.28,0.60-0.72,<0.60,6_of_7,0.14,"[""polymarket_momentum"",""htf_trend"",""perp_basis""]",-12.3,down,,,,,,
